# qstring	phrase	weight	tags
T0yS[1Sd	西野加奈	-2.404232	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Lj0i	勁戰	-1.113946	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
\[<1	港媽	-2.400027	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Rd2:g:NO	泰安觀止	-2.686652	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
~\|_	警大	-1.832261	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
S<:<JM	張鈞甯	-2.402597	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Ck3e|J^=	暢快人生	-1.840155	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
zJxU]O	陳美里	-2.164934	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
6_O_0\	必富網	-2.396658	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N:xd3@R0	天外奇蹟	-2.797330	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
hIROx79>	楠梓高中	-1.126249	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Mi4M3>U<	萬能工商	-1.442865	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[1Q;c=2P	佳音英語	-1.709993	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Q=1K^HT_	豐銀投顧	-2.396343	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
>@|_C7	濮大威	-2.395205	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^=TO4Clg	生死格鬥	-1.924384	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[1R0	嘉基	-1.077801	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
8_8_Db	秘密客	-1.939271	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[VEAK`2@	鬼娃恰吉	-2.402771	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
89Vj3@	周汶錡	-2.399716	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
NO1gyK	紙教堂	-1.904390	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
S<NjR@	張芯瑜	-2.402865	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
3@];SW@0	旗津小吃	-2.504533	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[1V_^PF0	加護亞依	-2.397967	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
ea2P^=	落雨聲	-2.398948	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
SW}M<1<1	小熊媽媽	-1.537681	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
RdsO4Cif	太魯閣號	-2.119379	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9K=fEM	林慧萍	-2.401180	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_;PMSW2P	心情小語	-1.520223	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
3@T3	奇哥	-2.089425	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
RP?0\0	卡之屋	-2.226115	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
`=GK`M3>	曾文農工	-1.868292	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
tALP0i7f	魔法戰隊	-2.297229	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
7`S0nHC_	詐欺遊戲	-1.478197	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
<@Ul3@0_	吾命騎士	-2.400390	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
LdQ=^H	愛瘋頭	-2.394279	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
UO0iNO0i	以戰止戰	-2.405866	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
]ON@=A	李如霞	-2.399880	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
@l_;x79>	鳳新高中	-2.396569	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
3eBbiMMd	快樂崇拜	-1.414092	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
pgK_CE	購物台	-1.339393	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CEwI	臺鹽	-1.658276	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_M}^1KIF	同志銀媒	-2.402391	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
LP^PDb	法雅客	-2.405293	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[1=_0W	佳麗寶	-2.369597	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_M1==f	同窗會	-2.446765	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
4@;kwI	惜浪巖	-2.404758	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0JGLWBA_	聯強國際	-2.404458	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
4_A_Emm:	四技二專	-1.565268	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
m__f	巨報	-1.193063	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
3g3g:L	笑笑羊	-2.245135	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
RdwI	太研	-2.248990	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
7WvO=M	老虎城	-2.100719	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^PHF	亞培	-2.397784	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9KdR_M	林可彤	-2.396869	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
91<1nq_`	阿嬤的話	-1.369638	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
YcVj5J\i	葉問前傳	-2.624659	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
~_=@0_Ld	那不是愛	-2.503652	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0W=M|Jxg	保誠人壽	-2.396090	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
4Z}M6dEE	遠雄悅來	-2.394624	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
1_6:9>	日翻中	-2.877870	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
WBPL[Lrg	國王皇后	-1.932519	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Ldnq0_ec	愛的世界	-2.291455	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
S_1WXD=f	路跑協會	-2.698957	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
bZN_3;wI	品木宣言	-1.962520	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
NX\OJ;:W	有你真好	-2.210298	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
cH_M	侯硐	-2.394966	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CE9>Em9>	台中二中	-1.710878	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
j6eI_;GK	非凡新聞	-1.288715	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
IMDb0>?0	停課通知	-1.715588	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_f_f	爆爆	-0.867521	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
L9C:=_Sd	秋山莉奈	-2.397490	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
nHC_0iA_	遊戲戰記	-1.758578	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
iI}gp?	藍又時	-2.399249	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
wlQMR0[3	重型機車	-1.694769	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0_afPYIY	世貿展覽	-1.486924	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
1_=_d\B_	日立冷氣	-1.382468	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
SWHEUZvK	小孩很忙	-2.651954	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9>L9]O6C	中秋禮盒	-2.405749	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
aMU:a_	龍千玉	-2.403544	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
NOjP1U=f	指甲彩繪	-1.977896	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
cOdM	喜鴻	-2.397680	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Ef:Wnq}Q	最好的我	-1.248970	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
WeJ;	佩甄	-2.350843	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
?>C:x79>	松山高中	-1.230578	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
\_Rd7W	樹太老	-2.403959	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
bZ}I	品田	-2.043109	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
PARd:PnH	華泰旅遊	-2.260400	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
3@5_;;\Y	奇異恩典	-1.935762	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
EM~=Yc2P	屏東夜語	-1.984756	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
IYIY}M	懶懶熊	-2.400414	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
kK>WDY6d	尋找滿月	-1.800192	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9K[1_;	林嘉欣	-2.314631	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
4Z0><i:9	遠通電收	-3.390585	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
q;m@	坤達	-2.398692	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
cVWkx@ol	水巷茶弄	-2.399448	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Q;:LZY	陰陽冕	-2.222195	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
@@MlIM	福勝亭	-2.401497	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
g:P_F0ci	關渡醫院	-1.311876	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9>tOR0[3	中古機車	-0.575644	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
}Q0_NJ03	我是傳說	-1.141553	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
h:3KwKzj	寬頻房訊	-2.401299	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N:x4hI	天蠍男	-2.140861	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
:L>>F:i=	洋蔥餐廳	-1.602641	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
vTR0	凱基	-2.072093	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
S<[1We	張家霈	-2.332435	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Mi0W	萬寶	-2.189188	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^l_;SW5E	靜心小學	-1.840168	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
?;IX3eBb	分手快樂	-1.476271	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
C_bZ	矽品	-1.944885	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[1@@9>_;	家扶中心	-2.405409	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|OEE0W	鼠來寶	-1.711810	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
NdDbR0?E	派克雞排	-2.395190	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
~=o=F0]B	東京衣著	-1.637130	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Mj6d	沁月	-2.399454	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
:1p?G:~I	八十三年	-1.081775	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Ml2:	聖安	-2.339633	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
\e^:	內灣	-2.017922	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
e1e1m0<i	蛙蛙書店	-1.900500	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
6da_Q=]K	越獄風雲	-2.369646	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
uH0UUZvK	牛仔很忙	-3.129954	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
;fO_SdSd	貴婦奈奈	-3.953174	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Dkgj:PnH	上順旅遊	-2.086998	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
?lDi	孟茜	-2.401663	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^H=M[1U<	頭城家商	-2.086089	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_;_`x73>	新化高工	-1.727195	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9>C:9Px7	中山女高	-2.577895	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
3>U<EMKl	工商憑證	-1.437019	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
5JrAR@	錢柏渝	-2.405340	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
vHo=Gf6d	流經歲月	-2.832785	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^P}8=_}^	亞都麗緻	-2.399704	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
r;]OL_}^	婚禮佈置	-1.734747	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
hI^HDblj	南投客運	-1.497040	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
U3CixU2P	科見美語	-2.400356	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CEhItOR0	台南古蹟	-1.134562	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N:nOwIBZ	天母嚴選	-2.948811	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
2_aO}F[1	自己回家	-1.375224	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
VDecA0	結界師	-2.397037	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CE^::WQM	台灣好行	-2.136164	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
\_2f0_yS	數位視野	-1.174580	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
UGo=CM	陶晶瑩	-1.783495	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
l0EE:i7f	出來面對	-1.063570	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
1_0_C70J	日式威廉	-2.238157	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
qi^P	泫雅	-2.394980	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_GC_FW	潮汐表	-2.407615	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
<1<11g0_	媽媽教室	-0.930154	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
18yg\0	燒肉屋	-2.908897	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[1hI:L}O	嘉南羊乳	-2.195798	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
\0EEg;aJ	烏來溫泉	-1.770974	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|_=MU<3>	大成商工	-2.301285	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
~\x@@b9W	警察特考	-1.582473	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
NFvT_;	雷凱欣	-2.395470	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|_5EWYU3	大學眼科	-1.420749	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
SWk03e1W	小豬快跑	-2.465761	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
]O3g=_	李孝莉	-2.000021	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
=_}^9>5E	立志中學	-1.629574	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
EEVBDb	萊羅克	-2.394311	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
B8^=	嬌生	-1.979839	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
KlaMPA	鄭龍華	-1.857332	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CE^:NJh<	台灣傳香	-2.395344	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
aJWBLPL7	全國法規	-0.865925	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0C2:mTha	德安百貨	-2.045865	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
i_0_ec	綠世界	-1.870574	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_;KbtO0W	新社古堡	-2.054740	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0_N<	視康	-1.693683	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_fgf3:b[	報告班長	-1.332016	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|JB_T3eG	人氣歌謠	-1.921183	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
YcanXe	葉子媚	-2.395953	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
QdLdKM	戴愛玲	-2.402228	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
`lhIDblj	興南客運	-2.403575	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
BZ>C\O	選擇你	-0.958652	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
2_nH0Z[O	自由軟體	-0.845845	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
x?3>NP	迷宮塔	-2.292915	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
dT@j	雪印	-2.669950	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
UkaM=f	降龍會	-2.509950	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
f<~OEM	江祖平	-2.402672	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
L7rAFf	瑰柏翠	-2.396473	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
r70i0_	貓戰士	-2.075404	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
];dM^=	金弘笙	-2.156039	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
x7Dk	高上	-1.153022	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
o==M9>5E	精誠中學	-1.332736	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
2@_lH<	集慶坊	-2.402851	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
5_:iH<	義麵坊	-2.398241	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^;^;C_ci	親親戲院	-1.728228	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N:RO0WKP	天子寶馬	-2.352257	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
p=_;@@aJ	清心福全	-2.403808	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
BL`l<iRO	良興電子	-1.527267	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|JLdWY^l	仁愛眼鏡	-1.487098	chiaki-synthetic-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
